ind.id	species	life.stage	family	cont.id	tmt	sex	dead	pup.weight	adu.weight	dev.rate	f.e.	temp	year
44	napi	egg	C2	NA	10	NA	1	NA	NA	NA	NA	10.9705208333333	2018
45	napi	egg	C2	NA	10	NA	1	NA	NA	NA	NA	10.9705208333333	2018
46	napi	egg	C2	NA	10	NA	1	NA	NA	NA	NA	10.9705208333333	2018
47	napi	egg	C2	NA	10	NA	1	NA	NA	NA	NA	10.9705208333333	2018
48	napi	egg	C2	NA	10	NA	1	NA	NA	NA	NA	10.9705208333333	2018
49	napi	egg	C2	NA	10	NA	1	NA	NA	NA	NA	10.9705208333333	2018
50	napi	egg	C2	NA	10	NA	1	NA	NA	NA	NA	10.9705208333333	2018
51	napi	egg	C2	NA	10	NA	1	NA	NA	NA	NA	10.9705208333333	2018
52	napi	egg	C2	NA	10	NA	1	NA	NA	NA	NA	10.9705208333333	2018
53	napi	egg	C2	NA	10	NA	1	NA	NA	NA	NA	10.9705208333333	2018
54	napi	egg	C2	NA	10	NA	1	NA	NA	NA	NA	10.9705208333333	2018
55	napi	egg	C2	NA	10	NA	1	NA	NA	NA	NA	10.9705208333333	2018
56	napi	egg	C2	NA	20	NA	0	NA	NA	0.192153722980676	NA	20.0065625	2018
57	napi	egg	C2	NA	20	NA	0	NA	NA	0.192153722980676	NA	20.0065625	2018
58	napi	egg	C2	NA	20	NA	0	NA	NA	0.192153722980676	NA	20.0065625	2018
59	napi	egg	C2	NA	20	NA	0	NA	NA	0.192153722980676	NA	20.0065625	2018
60	napi	egg	C2	NA	20	NA	0	NA	NA	0.192153722980676	NA	20.0065625	2018
61	napi	egg	C2	NA	20	NA	0	NA	NA	0.169891458235231	NA	20.0028869047619	2018
62	napi	egg	C2	NA	20	NA	0	NA	NA	0.126293632696913	NA	19.9994560185185	2018
63	napi	egg	C2	NA	20	NA	1	NA	NA	NA	NA	19.9765625	2018
64	napi	egg	C2	NA	20	NA	1	NA	NA	NA	NA	19.9765625	2018
65	napi	egg	C2	NA	20	NA	1	NA	NA	NA	NA	19.9765625	2018
66	napi	egg	C2	NA	20	NA	1	NA	NA	NA	NA	19.9765625	2018
67	napi	egg	C2	NA	20	NA	1	NA	NA	NA	NA	19.9765625	2018
68	napi	egg	C2	NA	20	NA	1	NA	NA	NA	NA	19.9765625	2018
69	napi	egg	C2	NA	25	NA	0	NA	NA	0.311620861283567	NA	25.260390625	2018
70	napi	egg	C2	NA	25	NA	0	NA	NA	0.311620861283567	NA	25.260390625	2018
71	napi	egg	C2	NA	25	NA	0	NA	NA	0.311620861283567	NA	25.260390625	2018
72	napi	egg	C2	NA	25	NA	0	NA	NA	0.311620861283567	NA	25.260390625	2018
73	napi	egg	C2	NA	25	NA	0	NA	NA	0.311620861283567	NA	25.260390625	2018
74	napi	egg	C2	NA	25	NA	0	NA	NA	0.311620861283567	NA	25.260390625	2018
75	napi	egg	C2	NA	25	NA	0	NA	NA	0.260633484159985	NA	25.2192916666667	2018
76	napi	egg	C2	NA	25	NA	0	NA	NA	0.260633484159985	NA	25.2192916666667	2018
77	napi	egg	C2	NA	25	NA	1	NA	NA	NA	NA	25.265	2018
78	napi	egg	C2	NA	25	NA	1	NA	NA	NA	NA	25.265	2018
79	napi	egg	C2	NA	25	NA	1	NA	NA	NA	NA	25.265	2018
80	napi	egg	C2	NA	25	NA	1	NA	NA	NA	NA	25.265	2018
81	napi	egg	C2	NA	25	NA	1	NA	NA	NA	NA	25.265	2018
82	napi	egg	C5	NA	10	NA	0	NA	NA	0.0500608378235961	NA	10.8842212301587	2018
83	napi	egg	C5	NA	10	NA	0	NA	NA	0.0500608378235961	NA	10.8842212301587	2018
84	napi	egg	C5	NA	10	NA	0	NA	NA	0.04782464297558	NA	10.8815672348485	2018
85	napi	egg	C5	NA	10	NA	0	NA	NA	0.04782464297558	NA	10.8815672348485	2018
86	napi	egg	C5	NA	10	NA	0	NA	NA	0.0456794822991327	NA	10.8790670289855	2018
87	napi	egg	C5	NA	10	NA	1	NA	NA	NA	NA	11.0058333333333	2018
88	napi	egg	C5	NA	10	NA	1	NA	NA	NA	NA	11.0058333333333	2018
89	napi	egg	C5	NA	10	NA	1	NA	NA	NA	NA	11.0058333333333	2018
90	napi	egg	C5	NA	10	NA	1	NA	NA	NA	NA	11.0058333333333	2018
91	napi	egg	C5	NA	10	NA	1	NA	NA	NA	NA	11.0058333333333	2018
92	napi	egg	C5	NA	10	NA	1	NA	NA	NA	NA	11.0058333333333	2018
93	napi	egg	C5	NA	15	NA	0	NA	NA	0.126961735143523	NA	15.2597800925926	2018
94	napi	egg	C5	NA	15	NA	0	NA	NA	0.126961735143523	NA	15.2597800925926	2018
95	napi	egg	C5	NA	15	NA	0	NA	NA	0.126961735143523	NA	15.2597800925926	2018
96	napi	egg	C5	NA	15	NA	1	NA	NA	NA	NA	16.313125	2018
97	napi	egg	C5	NA	15	NA	1	NA	NA	NA	NA	16.313125	2018
98	napi	egg	C5	NA	15	NA	1	NA	NA	NA	NA	16.313125	2018
99	napi	egg	C5	NA	15	NA	1	NA	NA	NA	NA	16.313125	2018
100	napi	egg	C5	NA	15	NA	1	NA	NA	NA	NA	16.313125	2018
101	napi	egg	C5	NA	15	NA	1	NA	NA	NA	NA	16.313125	2018
102	napi	egg	C5	NA	15	NA	1	NA	NA	NA	NA	16.313125	2018
103	napi	egg	C5	NA	15	NA	1	NA	NA	NA	NA	16.313125	2018
104	napi	egg	C5	NA	15	NA	1	NA	NA	NA	NA	16.313125	2018
105	napi	egg	C5	NA	15	NA	1	NA	NA	NA	NA	16.313125	2018
106	napi	egg	C5	NA	20	NA	0	NA	NA	0.188951581157854	NA	20.0539236111111	2018
107	napi	egg	C5	NA	20	NA	0	NA	NA	0.188951581157854	NA	20.0539236111111	2018
108	napi	egg	C5	NA	20	NA	0	NA	NA	0.166454745115885	NA	20.0532589285714	2018
109	napi	egg	C5	NA	20	NA	0	NA	NA	0.166454745115885	NA	20.0532589285714	2018
110	napi	egg	C5	NA	20	NA	0	NA	NA	0.166454745115885	NA	20.0532589285714	2018
111	napi	egg	C5	NA	20	NA	0	NA	NA	0.166454745115885	NA	20.0532589285714	2018
112	napi	egg	C5	NA	20	NA	0	NA	NA	0.166454745115885	NA	20.0532589285714	2018
113	napi	egg	C5	NA	20	NA	0	NA	NA	0.166454745115885	NA	20.0532589285714	2018
114	napi	egg	C5	NA	20	NA	0	NA	NA	0.166454745115885	NA	20.0532589285714	2018
115	napi	egg	C5	NA	20	NA	0	NA	NA	0.166454745115885	NA	20.0532589285714	2018
116	napi	egg	C5	NA	20	NA	0	NA	NA	0.166454745115885	NA	20.0532589285714	2018
117	napi	egg	C5	NA	35	NA	1	NA	NA	NA	NA	35.0090625	2018
118	napi	egg	C5	NA	35	NA	1	NA	NA	NA	NA	35.0090625	2018
119	napi	egg	C5	NA	35	NA	1	NA	NA	NA	NA	35.0090625	2018
120	napi	egg	C5	NA	35	NA	1	NA	NA	NA	NA	35.0090625	2018
121	napi	egg	C5	NA	35	NA	1	NA	NA	NA	NA	35.0090625	2018
122	napi	egg	C5	NA	35	NA	1	NA	NA	NA	NA	35.0090625	2018
123	napi	egg	C5	NA	35	NA	1	NA	NA	NA	NA	35.0090625	2018
124	napi	egg	C5	NA	35	NA	1	NA	NA	NA	NA	35.0090625	2018
125	napi	egg	C5	NA	35	NA	1	NA	NA	NA	NA	35.0090625	2018
126	napi	egg	C5	NA	35	NA	1	NA	NA	NA	NA	35.0090625	2018
127	napi	egg	C5	NA	35	NA	1	NA	NA	NA	NA	35.0090625	2018
128	napi	egg	C5	NA	35	NA	1	NA	NA	NA	NA	35.0090625	2018
129	napi	egg	C5	NA	35	NA	1	NA	NA	NA	NA	35.0090625	2018
130	napi	egg	C5	NA	25	NA	0	NA	NA	0.307167235490426	NA	25.0240885416667	2018
131	napi	egg	C5	NA	25	NA	0	NA	NA	0.307167235490426	NA	25.0240885416667	2018
132	napi	egg	C5	NA	25	NA	0	NA	NA	0.307167235490426	NA	25.0240885416667	2018
133	napi	egg	C5	NA	25	NA	0	NA	NA	0.307167235490426	NA	25.0240885416667	2018
134	napi	egg	C5	NA	25	NA	0	NA	NA	0.307167235490426	NA	25.0240885416667	2018
135	napi	egg	C5	NA	25	NA	0	NA	NA	0.307167235490426	NA	25.0240885416667	2018
136	napi	egg	C5	NA	25	NA	0	NA	NA	0.307167235490426	NA	25.0240885416667	2018
137	napi	egg	C5	NA	25	NA	0	NA	NA	0.307167235490426	NA	25.0240885416667	2018
138	napi	egg	C5	NA	25	NA	0	NA	NA	0.254641909816525	NA	24.9549791666667	2018
139	napi	egg	C5	NA	25	NA	0	NA	NA	0.254641909816525	NA	24.9549791666667	2018
140	napi	egg	C5	NA	25	NA	0	NA	NA	0.254641909816525	NA	24.9549791666667	2018
141	napi	egg	C5	NA	25	NA	0	NA	NA	0.254641909816525	NA	24.9549791666667	2018
142	napi	egg	C5	NA	25	NA	0	NA	NA	0.254641909816525	NA	24.9549791666667	2018
143	napi	egg	C5	NA	25	NA	0	NA	NA	0.254641909816525	NA	24.9549791666667	2018
144	napi	egg	C5	NA	25	NA	0	NA	NA	0.202959830868206	NA	24.9035069444444	2018
145	napi	egg	C5	NA	25	NA	1	NA	NA	NA	NA	25.2040625	2018
146	napi	egg	C5	NA	25	NA	1	NA	NA	NA	NA	25.2040625	2018
147	napi	egg	C5	NA	25	NA	1	NA	NA	NA	NA	25.2040625	2018
148	napi	egg	C5	NA	25	NA	1	NA	NA	NA	NA	25.2040625	2018
149	napi	egg	C2	NA	35	NA	1	NA	NA	NA	NA	35.0725	2018
150	napi	egg	C2	NA	35	NA	1	NA	NA	NA	NA	35.0725	2018
151	napi	egg	C2	NA	35	NA	1	NA	NA	NA	NA	35.0725	2018
152	napi	egg	C2	NA	35	NA	1	NA	NA	NA	NA	35.0725	2018
153	napi	egg	C2	NA	35	NA	1	NA	NA	NA	NA	35.0725	2018
154	napi	egg	C2	NA	35	NA	1	NA	NA	NA	NA	35.0725	2018
155	napi	egg	C2	NA	35	NA	1	NA	NA	NA	NA	35.0725	2018
156	napi	egg	C2	NA	35	NA	1	NA	NA	NA	NA	35.0725	2018
157	napi	egg	C2	NA	35	NA	1	NA	NA	NA	NA	35.0725	2018
158	napi	egg	C2	NA	35	NA	1	NA	NA	NA	NA	35.0725	2018
159	napi	egg	C2	NA	35	NA	1	NA	NA	NA	NA	35.0725	2018
160	napi	egg	C2	NA	35	NA	1	NA	NA	NA	NA	35.0725	2018
161	napi	egg	C2	NA	35	NA	1	NA	NA	NA	NA	35.0725	2018
162	napi	egg	C2	NA	35	NA	1	NA	NA	NA	NA	35.0725	2018
163	napi	egg	C2	NA	35	NA	1	NA	NA	NA	NA	35.0725	2018
164	napi	egg	C2	NA	35	NA	1	NA	NA	NA	NA	35.0725	2018
165	napi	egg	C2	NA	35	NA	1	NA	NA	NA	NA	35.0725	2018
166	napi	egg	C2	NA	35	NA	1	NA	NA	NA	NA	35.0725	2018
167	napi	egg	C2	NA	35	NA	1	NA	NA	NA	NA	35.0725	2018
168	napi	egg	C4	NA	35	NA	1	NA	NA	NA	NA	35.0725	2018
169	napi	egg	C4	NA	35	NA	1	NA	NA	NA	NA	35.0725	2018
170	napi	egg	C4	NA	35	NA	1	NA	NA	NA	NA	35.0725	2018
171	napi	egg	C4	NA	35	NA	1	NA	NA	NA	NA	35.0725	2018
172	napi	egg	C4	NA	35	NA	1	NA	NA	NA	NA	35.0725	2018
173	napi	egg	C4	NA	35	NA	1	NA	NA	NA	NA	35.0725	2018
174	napi	egg	C4	NA	35	NA	1	NA	NA	NA	NA	35.0725	2018
175	napi	egg	C4	NA	35	NA	1	NA	NA	NA	NA	35.0725	2018
176	napi	egg	C4	NA	35	NA	1	NA	NA	NA	NA	35.0725	2018
177	napi	egg	C4	NA	35	NA	1	NA	NA	NA	NA	35.0725	2018
178	napi	egg	C4	NA	35	NA	1	NA	NA	NA	NA	35.0725	2018
179	napi	egg	C4	NA	35	NA	1	NA	NA	NA	NA	35.0725	2018
180	napi	egg	C4	NA	35	NA	1	NA	NA	NA	NA	35.0725	2018
181	napi	egg	C4	NA	35	NA	1	NA	NA	NA	NA	35.0725	2018
182	napi	egg	C4	NA	30	NA	0	NA	NA	0.366878980897487	NA	30.4158854166667	2019
183	napi	egg	C4	NA	30	NA	0	NA	NA	0.366878980897487	NA	30.4158854166667	2019
184	napi	egg	C4	NA	30	NA	0	NA	NA	0.366878980897487	NA	30.4158854166667	2019
185	napi	egg	C4	NA	30	NA	0	NA	NA	0.366878980897487	NA	30.4158854166667	2019
186	napi	egg	C4	NA	30	NA	0	NA	NA	0.366878980897487	NA	30.4158854166667	2019
187	napi	egg	C4	NA	30	NA	0	NA	NA	0.366878980897487	NA	30.4158854166667	2019
188	napi	egg	C4	NA	30	NA	0	NA	NA	0.366878980897487	NA	30.4158854166667	2019
189	napi	egg	C4	NA	30	NA	0	NA	NA	0.366878980897487	NA	30.4158854166667	2019
190	napi	egg	C4	NA	30	NA	0	NA	NA	0.366878980897487	NA	30.4158854166667	2019
191	napi	egg	C4	NA	30	NA	0	NA	NA	0.366878980897487	NA	30.4158854166667	2019
192	napi	egg	C4	NA	30	NA	0	NA	NA	0.366878980897487	NA	30.4158854166667	2019
193	napi	egg	C4	NA	30	NA	0	NA	NA	0.366878980897487	NA	30.4158854166667	2019
194	napi	egg	C4	NA	30	NA	0	NA	NA	0.366878980897487	NA	30.4158854166667	2019
195	napi	egg	C4	NA	30	NA	0	NA	NA	0.366878980897487	NA	30.4158854166667	2019
196	napi	egg	C4	NA	30	NA	0	NA	NA	0.267707752374779	NA	30.3890625	2019
197	napi	egg	C4	NA	30	NA	1	NA	NA	NA	NA	30.4914583333333	2019
198	napi	egg	C4	NA	30	NA	1	NA	NA	NA	NA	30.4914583333333	2019
199	napi	egg	C4	NA	30	NA	1	NA	NA	NA	NA	30.4914583333333	2019
200	napi	egg	C4	NA	30	NA	1	NA	NA	NA	NA	30.4914583333333	2019
201	napi	egg	C4	NA	25	NA	0	NA	NA	0.267558528427885	NA	24.9549791666667	2019
202	napi	egg	C4	NA	25	NA	0	NA	NA	0.267558528427885	NA	24.9549791666667	2019
203	napi	egg	C4	NA	25	NA	0	NA	NA	0.267558528427885	NA	24.9549791666667	2019
204	napi	egg	C4	NA	25	NA	0	NA	NA	0.267558528427885	NA	24.9549791666667	2019
205	napi	egg	C4	NA	25	NA	0	NA	NA	0.267558528427885	NA	24.9549791666667	2019
206	napi	egg	C4	NA	25	NA	0	NA	NA	0.267558528427885	NA	24.9549791666667	2019
207	napi	egg	C4	NA	25	NA	0	NA	NA	0.267558528427885	NA	24.9549791666667	2019
208	napi	egg	C4	NA	25	NA	0	NA	NA	0.267558528427885	NA	24.9549791666667	2019
209	napi	egg	C4	NA	25	NA	0	NA	NA	0.267558528427885	NA	24.9549791666667	2019
210	napi	egg	C4	NA	25	NA	0	NA	NA	0.267558528427885	NA	24.9549791666667	2019
211	napi	egg	C4	NA	25	NA	0	NA	NA	0.267558528427885	NA	24.9549791666667	2019
212	napi	egg	C4	NA	25	NA	0	NA	NA	0.267558528427885	NA	24.9549791666667	2019
213	napi	egg	C4	NA	25	NA	0	NA	NA	0.267558528427885	NA	24.9549791666667	2019
214	napi	egg	C4	NA	25	NA	0	NA	NA	0.267558528427885	NA	24.9549791666667	2019
215	napi	egg	C4	NA	25	NA	0	NA	NA	0.267558528427885	NA	24.9549791666667	2019
216	napi	egg	C4	NA	20	NA	0	NA	NA	0.235872235868458	NA	19.9951458333333	2019
217	napi	egg	C4	NA	20	NA	0	NA	NA	0.201737181280989	NA	20.0076909722222	2019
218	napi	egg	C4	NA	20	NA	0	NA	NA	0.169312169312169	NA	20.0258333333333	2019
219	napi	egg	C4	NA	20	NA	0	NA	NA	0.169312169312169	NA	20.0258333333333	2019
220	napi	egg	C4	NA	20	NA	0	NA	NA	0.169312169312169	NA	20.0258333333333	2019
221	napi	egg	C4	NA	20	NA	0	NA	NA	0.169312169312169	NA	20.0258333333333	2019
222	napi	egg	C4	NA	20	NA	0	NA	NA	0.169312169312169	NA	20.0258333333333	2019
223	napi	egg	C4	NA	20	NA	0	NA	NA	0.169312169312169	NA	20.0258333333333	2019
224	napi	egg	C4	NA	20	NA	0	NA	NA	0.169312169312169	NA	20.0258333333333	2019
225	napi	egg	C4	NA	10	NA	0	NA	NA	0.0473559589583278	NA	10.8539488636364	2019
226	napi	egg	C4	NA	10	NA	0	NA	NA	0.0473559589583278	NA	10.8539488636364	2019
227	napi	egg	C4	NA	10	NA	0	NA	NA	0.0473559589583278	NA	10.8539488636364	2019
228	napi	egg	C4	NA	10	NA	0	NA	NA	0.0473559589583278	NA	10.8539488636364	2019
229	napi	egg	C4	NA	10	NA	0	NA	NA	0.0473559589583278	NA	10.8539488636364	2019
230	napi	egg	C4	NA	10	NA	0	NA	NA	0.0473559589583278	NA	10.8539488636364	2019
231	napi	egg	C4	NA	10	NA	0	NA	NA	0.0473559589583278	NA	10.8539488636364	2019
232	napi	egg	C4	NA	10	NA	0	NA	NA	0.0473559589583278	NA	10.8539488636364	2019
233	napi	egg	C4	NA	10	NA	0	NA	NA	0.0452716297788536	NA	10.8464266304348	2019
234	napi	egg	C4	NA	10	NA	1	NA	NA	NA	NA	11.0126041666667	2019
235	napi	egg	C4	NA	10	NA	1	NA	NA	NA	NA	11.0126041666667	2019
236	napi	egg	C4	NA	10	NA	1	NA	NA	NA	NA	11.0126041666667	2019
237	napi	egg	C4	NA	10	NA	1	NA	NA	NA	NA	11.0126041666667	2019
238	napi	egg	C4	NA	10	NA	1	NA	NA	NA	NA	11.0126041666667	2019
239	napi	egg	C4	NA	15	NA	0	NA	NA	0.127546501328202	NA	14.7895717592593	2019
240	napi	egg	C4	NA	15	NA	0	NA	NA	0.127546501328202	NA	14.7895717592593	2019
241	napi	egg	C4	NA	15	NA	0	NA	NA	0.127546501328202	NA	14.7895717592593	2019
242	napi	egg	C4	NA	15	NA	0	NA	NA	0.127546501328202	NA	14.7895717592593	2019
243	napi	egg	C4	NA	15	NA	0	NA	NA	0.127546501328202	NA	14.7895717592593	2019
244	napi	egg	C4	NA	15	NA	0	NA	NA	0.127546501328202	NA	14.7895717592593	2019
245	napi	egg	C4	NA	15	NA	0	NA	NA	0.127546501328202	NA	14.7895717592593	2019
246	napi	egg	C4	NA	15	NA	0	NA	NA	0.127546501328202	NA	14.7895717592593	2019
247	napi	egg	C4	NA	15	NA	0	NA	NA	0.122950819672601	NA	14.7895717592593	2019
248	napi	egg	C4	NA	15	NA	0	NA	NA	0.122950819672601	NA	14.7895717592593	2019
249	napi	egg	C4	NA	15	NA	0	NA	NA	0.122950819672601	NA	14.7895717592593	2019
250	napi	egg	C4	NA	15	NA	0	NA	NA	0.122950819672601	NA	14.7895717592593	2019
251	napi	egg	C4	NA	15	NA	0	NA	NA	0.122950819672601	NA	14.7895717592593	2019
252	napi	egg	C4	NA	15	NA	1	NA	NA	NA	NA	15.1515625	2019
253	napi	egg	C9	NA	30	NA	0	NA	NA	0.499133448854351	NA	30.3276736111111	2019
254	napi	egg	C9	NA	30	NA	0	NA	NA	0.327496020005097	NA	30.330546875	2019
255	napi	egg	C9	NA	30	NA	0	NA	NA	0.327496020005097	NA	30.330546875	2019
256	napi	egg	C9	NA	30	NA	0	NA	NA	0.327496020005097	NA	30.330546875	2019
257	napi	egg	C9	NA	30	NA	0	NA	NA	0.327496020005097	NA	30.330546875	2019
258	napi	egg	C9	NA	30	NA	0	NA	NA	0.327496020005097	NA	30.330546875	2019
259	napi	egg	C9	NA	30	NA	0	NA	NA	0.327496020005097	NA	30.330546875	2019
260	napi	egg	C9	NA	30	NA	0	NA	NA	0.327496020005097	NA	30.330546875	2019
261	napi	egg	C9	NA	30	NA	0	NA	NA	0.327496020005097	NA	30.330546875	2019
262	napi	egg	C9	NA	30	NA	0	NA	NA	0.327496020005097	NA	30.330546875	2019
263	napi	egg	C9	NA	30	NA	0	NA	NA	0.327496020005097	NA	30.330546875	2019
264	napi	egg	C9	NA	30	NA	0	NA	NA	0.327496020005097	NA	30.330546875	2019
265	napi	egg	C9	NA	30	NA	0	NA	NA	0.327496020005097	NA	30.330546875	2019
266	napi	egg	C9	NA	30	NA	0	NA	NA	0.327496020005097	NA	30.330546875	2019
267	napi	egg	C9	NA	30	NA	0	NA	NA	0.327496020005097	NA	30.330546875	2019
268	napi	egg	C9	NA	30	NA	1	NA	NA	NA	NA	30.3719791666667	2019
269	napi	egg	C9	NA	30	NA	1	NA	NA	NA	NA	30.3719791666667	2019
270	napi	egg	C9	NA	30	NA	1	NA	NA	NA	NA	30.3719791666667	2019
271	napi	egg	C9	NA	30	NA	1	NA	NA	NA	NA	30.3719791666667	2019
272	napi	egg	C9	NA	30	NA	1	NA	NA	NA	NA	30.3719791666667	2019
273	napi	egg	C9	NA	10	NA	0	NA	NA	0.050314465408805	NA	10.8590773809524	2019
274	napi	egg	C9	NA	10	NA	0	NA	NA	0.050314465408805	NA	10.8590773809524	2019
275	napi	egg	C9	NA	10	NA	0	NA	NA	0.0475530017831543	NA	10.8539488636364	2019
276	napi	egg	C9	NA	10	NA	0	NA	NA	0.0475530017831543	NA	10.8539488636364	2019
277	napi	egg	C9	NA	10	NA	0	NA	NA	0.0475530017831543	NA	10.8539488636364	2019
278	napi	egg	C9	NA	10	NA	0	NA	NA	0.0454488069687683	NA	10.8464266304348	2019
279	napi	egg	C9	NA	10	NA	0	NA	NA	0.0454488069687683	NA	10.8464266304348	2019
280	napi	egg	C9	NA	10	NA	0	NA	NA	0.0454488069687683	NA	10.8464266304348	2019
281	napi	egg	C9	NA	10	NA	0	NA	NA	0.0454488069687683	NA	10.8464266304348	2019
282	napi	egg	C9	NA	10	NA	0	NA	NA	0.0418702023725206	NA	10.8328541666667	2019
283	napi	egg	C9	NA	10	NA	1	NA	NA	NA	NA	11.0126041666667	2019
284	napi	egg	C9	NA	10	NA	1	NA	NA	NA	NA	11.0126041666667	2019
285	napi	egg	C9	NA	10	NA	1	NA	NA	NA	NA	11.0126041666667	2019
286	napi	egg	C9	NA	10	NA	1	NA	NA	NA	NA	11.0126041666667	2019
287	napi	egg	C9	NA	10	NA	1	NA	NA	NA	NA	11.0126041666667	2019
288	napi	egg	C9	NA	10	NA	1	NA	NA	NA	NA	11.0126041666667	2019
289	napi	egg	C9	NA	10	NA	1	NA	NA	NA	NA	11.0126041666667	2019
290	napi	egg	C9	NA	10	NA	1	NA	NA	NA	NA	11.0126041666667	2019
291	napi	egg	C9	NA	10	NA	1	NA	NA	NA	NA	11.0126041666667	2019
292	napi	egg	C9	NA	10	NA	1	NA	NA	NA	NA	11.0126041666667	2019
293	napi	egg	C9	NA	35	NA	1	NA	NA	NA	NA	35.0448958333333	2019
294	napi	egg	C9	NA	35	NA	1	NA	NA	NA	NA	35.0448958333333	2019
295	napi	egg	C9	NA	35	NA	1	NA	NA	NA	NA	35.0448958333333	2019
296	napi	egg	C9	NA	35	NA	1	NA	NA	NA	NA	35.0448958333333	2019
297	napi	egg	C9	NA	35	NA	1	NA	NA	NA	NA	35.0448958333333	2019
298	napi	egg	C9	NA	35	NA	1	NA	NA	NA	NA	35.0448958333333	2019
299	napi	egg	C9	NA	35	NA	1	NA	NA	NA	NA	35.0448958333333	2019
300	napi	egg	C9	NA	35	NA	1	NA	NA	NA	NA	35.0448958333333	2019
301	napi	egg	C9	NA	35	NA	1	NA	NA	NA	NA	35.0448958333333	2019
302	napi	egg	C9	NA	35	NA	1	NA	NA	NA	NA	35.0448958333333	2019
